2019-08-12 09:21:26,190 INFO [main] o.a.n.b.NotificationServiceManager Successfully loaded the following 0 services: []
2019-08-12 09:21:26,192 INFO [main] org.apache.nifi.bootstrap.RunNiFi Registered no Notification Services for Notification Type NIFI_STARTED
2019-08-12 09:21:26,192 INFO [main] org.apache.nifi.bootstrap.RunNiFi Registered no Notification Services for Notification Type NIFI_STOPPED
2019-08-12 09:21:26,192 INFO [main] org.apache.nifi.bootstrap.RunNiFi Registered no Notification Services for Notification Type NIFI_DIED
2019-08-12 09:21:26,871 INFO [main] org.apache.nifi.bootstrap.Command Apache NiFi has accepted the Shutdown Command and is shutting down now
2019-08-12 09:21:26,888 INFO [main] org.apache.nifi.bootstrap.Command Waiting for Apache NiFi to finish shutting down...
2019-08-12 09:21:28,897 INFO [main] org.apache.nifi.bootstrap.Command NiFi has finished shutting down.
2019-08-12 09:22:49,271 INFO [main] o.a.n.b.NotificationServiceManager Successfully loaded the following 0 services: []
2019-08-12 09:22:49,274 INFO [main] org.apache.nifi.bootstrap.RunNiFi Registered no Notification Services for Notification Type NIFI_STARTED
2019-08-12 09:22:49,274 INFO [main] org.apache.nifi.bootstrap.RunNiFi Registered no Notification Services for Notification Type NIFI_STOPPED
2019-08-12 09:22:49,274 INFO [main] org.apache.nifi.bootstrap.RunNiFi Registered no Notification Services for Notification Type NIFI_DIED
2019-08-12 09:22:49,286 INFO [main] org.apache.nifi.bootstrap.Command Starting Apache NiFi...
2019-08-12 09:22:49,286 INFO [main] org.apache.nifi.bootstrap.Command Working Directory: /home/alex/Documents/applications/nifi/nifi-1.9.2
2019-08-12 09:22:49,286 INFO [main] org.apache.nifi.bootstrap.Command Command: /usr/lib/java/jdk-8u211-linux-x64/jdk1.8.0_211/bin/java -classpath /home/alex/Documents/applications/nifi/nifi-1.9.2/./conf:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/log4j-over-slf4j-1.7.25.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/jul-to-slf4j-1.7.25.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/logback-elasticsearch-appender.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/jetty-schemas-3.1.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/javax.servlet-api-3.1.0.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/nifi-nar-utils-1.9.2.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/nifi-api-1.9.2.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/logback-classic-1.2.3.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/nifi-framework-api-1.9.2.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/nifi-properties-1.9.2.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/logback-core-1.2.3.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/nifi-runtime-1.9.2.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/slf4j-api-1.7.25.jar:/home/alex/Documents/applications/nifi/nifi-1.9.2/./lib/jcl-over-slf4j-1.7.25.jar -Dorg.apache.jasper.compiler.disablejsr199=true -Xmx512m -Xms512m -Djavax.security.auth.useSubjectCredsOnly=true -Djava.security.egd=file:/dev/urandom -Dsun.net.http.allowRestrictedHeaders=true -Djava.net.preferIPv4Stack=true -Djava.awt.headless=true -XX:+UseG1GC -Djava.protocol.handler.pkgs=sun.net.www.protocol -Dnifi.properties.file.path=/home/alex/Documents/applications/nifi/nifi-1.9.2/./conf/nifi.properties -Dnifi.bootstrap.listen.port=46809 -Dapp=NiFi -Dorg.apache.nifi.bootstrap.config.log.dir=/home/alex/Documents/applications/nifi/nifi-1.9.2/logs org.apache.nifi.NiFi 
2019-08-12 09:22:49,307 INFO [main] org.apache.nifi.bootstrap.Command Launched Apache NiFi with Process ID 7893
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,382 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback-test.xml]
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,383 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback.groovy]
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,383 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Found resource [logback.xml] at [file:/home/alex/Documents/applications/nifi/nifi-1.9.2/conf/logback.xml]
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,432 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - debug attribute not set
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,439 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - Will scan for changes in [file:/home/alex/Documents/applications/nifi/nifi-1.9.2/conf/logback.xml] 
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,439 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - Setting ReconfigureOnChangeTask scanning period to 30 seconds
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,440 |-INFO in ch.qos.logback.classic.joran.action.LoggerContextListenerAction - Adding LoggerContextListener of type [ch.qos.logback.classic.jul.LevelChangePropagator] to the object stack
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,448 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@2ef9b8bc - Propagating DEBUG level on Logger[ROOT] onto the JUL framework
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,448 |-INFO in ch.qos.logback.classic.joran.action.LoggerContextListenerAction - Starting LoggerContextListener
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,448 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,451 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [APP_FILE]
2019-08-12 09:22:49,571 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,461 |-INFO in c.q.l.core.rolling.SizeAndTimeBasedRollingPolicy@1566723494 - Archive files will be limited to [100 MB] each.
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,485 |-INFO in c.q.l.core.rolling.SizeAndTimeBasedRollingPolicy@1566723494 - No compression will be used
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,486 |-INFO in c.q.l.core.rolling.SizeAndTimeBasedRollingPolicy@1566723494 - Will use the pattern /home/alex/Documents/applications/nifi/nifi-1.9.2/logs/nifi-app_%d{yyyy-MM-dd_HH}.%i.log for the active file
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,489 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@1e67b872 - The date pattern is 'yyyy-MM-dd_HH' from file name pattern '/home/alex/Documents/applications/nifi/nifi-1.9.2/logs/nifi-app_%d{yyyy-MM-dd_HH}.%i.log'.
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,489 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@1e67b872 - Roll-over at the top of every hour.
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,491 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@1e67b872 - Setting initial period to Mon Aug 12 09:21:26 CEST 2019
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,507 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[APP_FILE] - Active log file name: /home/alex/Documents/applications/nifi/nifi-1.9.2/logs/nifi-app.log
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,507 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[APP_FILE] - File property is set to [/home/alex/Documents/applications/nifi/nifi-1.9.2/logs/nifi-app.log]
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,508 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,508 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [USER_FILE]
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,509 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1622006612 - No compression will be used
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,509 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1622006612 - Will use the pattern /home/alex/Documents/applications/nifi/nifi-1.9.2/logs/nifi-user_%d.log for the active file
2019-08-12 09:22:49,572 INFO [NiFi logging handler] org.apache.nifi.StdOut 09:22:49,510 |-INFO in c.q.l.core.rolling.DefaultTimeBasedFileNamingAndTriggeringPolicy - The date pattern is 'yyyy-MM-dd' from file name pattern '/home/alex/Documents/applications/nifi/nifi-1.9.2/logs/nifi-user_%d.log'.
